alias_id,entity_id,iso_alpha3,alias,normalized_alias,alias_type,match_priority,safe_for_unstructured_text,ambiguity_note
ALIAS_00280,M49_196,CYP,Cyprus,cyprus,canonical_name,1,True,
ALIAS_00281,M49_196,CYP,Republic of Cyprus,republic of cyprus,official_name,2,True,
ALIAS_00282,M49_196,CYP,CYP,cyp,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00283,M49_196,CYP,CY,cy,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00284,M49_196,CYP,196,196,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00285,M49_203,CZE,Czechia,czechia,canonical_name,1,True,
ALIAS_00286,M49_203,CZE,Czech Republic,czech republic,official_name,2,True,
ALIAS_00287,M49_203,CZE,CZE,cze,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00288,M49_203,CZE,CZ,cz,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00289,M49_203,CZE,203,203,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00290,M49_203,CZE,Czech Republic,czech republic,curated_alias,1,True,
ALIAS_00291,M49_276,DEU,Germany,germany,canonical_name,1,True,
ALIAS_00292,M49_276,DEU,Federal Republic of Germany,federal republic of germany,official_name,2,True,
ALIAS_00293,M49_276,DEU,DEU,deu,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00294,M49_276,DEU,DE,de,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00295,M49_276,DEU,276,276,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00296,M49_262,DJI,Djibouti,djibouti,canonical_name,1,True,
ALIAS_00297,M49_262,DJI,Republic of Djibouti,republic of djibouti,official_name,2,True,
ALIAS_00298,M49_262,DJI,DJI,dji,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00299,M49_262,DJI,DJ,dj,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00300,M49_262,DJI,262,262,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00301,M49_212,DMA,Dominica,dominica,canonical_name,1,True,
ALIAS_00302,M49_212,DMA,Commonwealth of Dominica,commonwealth of dominica,official_name,2,True,
ALIAS_00303,M49_212,DMA,DMA,dma,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00304,M49_212,DMA,DM,dm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00305,M49_212,DMA,212,212,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00306,M49_208,DNK,Denmark,denmark,canonical_name,1,True,
ALIAS_00307,M49_208,DNK,Kingdom of Denmark,kingdom of denmark,official_name,2,True,
ALIAS_00308,M49_208,DNK,DNK,dnk,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00309,M49_208,DNK,DK,dk,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00310,M49_208,DNK,208,208,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00311,M49_214,DOM,Dominican Republic,dominican republic,canonical_name,1,True,
ALIAS_00312,M49_214,DOM,DOM,dom,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00313,M49_214,DOM,DO,do,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00314,M49_214,DOM,214,214,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00315,M49_012,DZA,Algeria,algeria,canonical_name,1,True,
ALIAS_00316,M49_012,DZA,People's Democratic Republic of Algeria,people s democratic republic of algeria,official_name,2,True,
ALIAS_00317,M49_012,DZA,DZA,dza,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00318,M49_012,DZA,DZ,dz,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00319,M49_012,DZA,012,012,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00320,M49_218,ECU,Ecuador,ecuador,canonical_name,1,True,
ALIAS_00321,M49_218,ECU,Republic of Ecuador,republic of ecuador,official_name,2,True,
ALIAS_00322,M49_218,ECU,ECU,ecu,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00323,M49_218,ECU,EC,ec,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00324,M49_218,ECU,218,218,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00325,M49_818,EGY,Egypt,egypt,canonical_name,1,True,
ALIAS_00326,M49_818,EGY,Arab Republic of Egypt,arab republic of egypt,official_name,2,True,
ALIAS_00327,M49_818,EGY,EGY,egy,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00328,M49_818,EGY,EG,eg,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00329,M49_818,EGY,818,818,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00330,M49_232,ERI,Eritrea,eritrea,canonical_name,1,True,
ALIAS_00331,M49_232,ERI,the State of Eritrea,the state of eritrea,official_name,2,True,
ALIAS_00332,M49_232,ERI,ERI,eri,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00333,M49_232,ERI,ER,er,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00334,M49_232,ERI,232,232,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00335,M49_732,ESH,Western Sahara,western sahara,canonical_name,1,True,
ALIAS_00336,M49_732,ESH,ESH,esh,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00337,M49_732,ESH,EH,eh,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00338,M49_732,ESH,732,732,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00339,M49_724,ESP,Spain,spain,canonical_name,1,True,
ALIAS_00340,M49_724,ESP,Kingdom of Spain,kingdom of spain,official_name,2,True,
ALIAS_00341,M49_724,ESP,ESP,esp,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00342,M49_724,ESP,ES,es,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00343,M49_724,ESP,724,724,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00344,M49_233,EST,Estonia,estonia,canonical_name,1,True,
ALIAS_00345,M49_233,EST,Republic of Estonia,republic of estonia,official_name,2,True,
ALIAS_00346,M49_233,EST,EST,est,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00347,M49_233,EST,EE,ee,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00348,M49_233,EST,233,233,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00349,M49_231,ETH,Ethiopia,ethiopia,canonical_name,1,True,
ALIAS_00350,M49_231,ETH,Federal Democratic Republic of Ethiopia,federal democratic republic of ethiopia,official_name,2,True,
ALIAS_00351,M49_231,ETH,ETH,eth,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00352,M49_231,ETH,ET,et,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00353,M49_231,ETH,231,231,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00354,M49_246,FIN,Finland,finland,canonical_name,1,True,
ALIAS_00355,M49_246,FIN,Republic of Finland,republic of finland,official_name,2,True,
ALIAS_00356,M49_246,FIN,FIN,fin,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00357,M49_246,FIN,FI,fi,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00358,M49_246,FIN,246,246,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00359,M49_242,FJI,Fiji,fiji,canonical_name,1,True,
ALIAS_00360,M49_242,FJI,Republic of Fiji,republic of fiji,official_name,2,True,
ALIAS_00361,M49_242,FJI,FJI,fji,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00362,M49_242,FJI,FJ,fj,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00363,M49_242,FJI,242,242,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00364,M49_238,FLK,Falkland Islands (Malvinas),falkland islands malvinas,canonical_name,1,True,
ALIAS_00365,M49_238,FLK,FLK,flk,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00366,M49_238,FLK,FK,fk,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00367,M49_238,FLK,238,238,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00368,M49_250,FRA,France,france,canonical_name,1,True,
ALIAS_00369,M49_250,FRA,French Republic,french republic,official_name,2,True,
ALIAS_00370,M49_250,FRA,FRA,fra,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00371,M49_250,FRA,FR,fr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00372,M49_250,FRA,250,250,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00373,M49_234,FRO,Faroe Islands,faroe islands,canonical_name,1,True,
ALIAS_00374,M49_234,FRO,FRO,fro,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00375,M49_234,FRO,FO,fo,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00376,M49_234,FRO,234,234,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00377,M49_583,FSM,Micronesia (Federated States of),micronesia federated states of,canonical_name,1,True,
ALIAS_00378,M49_583,FSM,"Micronesia, Federated States of",micronesia federated states of,iso_name,2,True,
ALIAS_00379,M49_583,FSM,Federated States of Micronesia,federated states of micronesia,official_name,2,True,
ALIAS_00380,M49_583,FSM,FSM,fsm,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00381,M49_583,FSM,FM,fm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00382,M49_583,FSM,583,583,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00383,M49_583,FSM,Federated States of Micronesia,federated states of micronesia,curated_alias,1,True,
ALIAS_00384,M49_583,FSM,Micronesia,micronesia,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_00385,M49_266,GAB,Gabon,gabon,canonical_name,1,True,
ALIAS_00386,M49_266,GAB,Gabonese Republic,gabonese republic,official_name,2,True,
ALIAS_00387,M49_266,GAB,GAB,gab,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00388,M49_266,GAB,GA,ga,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00389,M49_266,GAB,266,266,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00390,M49_826,GBR,United Kingdom of Great Britain and Northern Ireland,united kingdom of great britain and northern ireland,canonical_name,1,True,
ALIAS_00391,M49_826,GBR,United Kingdom,united kingdom,iso_name,2,True,
ALIAS_00392,M49_826,GBR,United Kingdom of Great Britain and Northern Ireland,united kingdom of great britain and northern ireland,official_name,2,True,
ALIAS_00393,M49_826,GBR,GBR,gbr,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00394,M49_826,GBR,GB,gb,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00395,M49_826,GBR,826,826,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00396,M49_826,GBR,United Kingdom,united kingdom,curated_alias,1,True,
ALIAS_00397,M49_826,GBR,UK,uk,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_00398,M49_826,GBR,U.K.,u k,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_00399,M49_826,GBR,Britain,britain,curated_alias,1,True,
ALIAS_00400,M49_826,GBR,Great Britain,great britain,curated_alias,1,True,
ALIAS_00401,M49_268,GEO,Georgia,georgia,canonical_name,1,True,
ALIAS_00402,M49_268,GEO,GEO,geo,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00403,M49_268,GEO,GE,ge,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00404,M49_268,GEO,268,268,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00405,M49_831,GGY,Guernsey,guernsey,canonical_name,1,True,
ALIAS_00406,M49_831,GGY,GGY,ggy,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00407,M49_831,GGY,GG,gg,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00408,M49_831,GGY,831,831,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00409,M49_288,GHA,Ghana,ghana,canonical_name,1,True,
ALIAS_00410,M49_288,GHA,Republic of Ghana,republic of ghana,official_name,2,True,
ALIAS_00411,M49_288,GHA,GHA,gha,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00412,M49_288,GHA,GH,gh,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00413,M49_288,GHA,288,288,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00414,M49_292,GIB,Gibraltar,gibraltar,canonical_name,1,True,
ALIAS_00415,M49_292,GIB,GIB,gib,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00416,M49_292,GIB,GI,gi,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00417,M49_292,GIB,292,292,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00418,M49_324,GIN,Guinea,guinea,canonical_name,1,True,
ALIAS_00419,M49_324,GIN,Republic of Guinea,republic of guinea,official_name,2,True,
ALIAS_00420,M49_324,GIN,GIN,gin,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00421,M49_324,GIN,GN,gn,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00422,M49_324,GIN,324,324,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00423,M49_312,GLP,Guadeloupe,guadeloupe,canonical_name,1,True,
ALIAS_00424,M49_312,GLP,GLP,glp,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00425,M49_312,GLP,GP,gp,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00426,M49_312,GLP,312,312,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00427,M49_270,GMB,Gambia,gambia,canonical_name,1,True,
ALIAS_00428,M49_270,GMB,Republic of the Gambia,republic of the gambia,official_name,2,True,
ALIAS_00429,M49_270,GMB,GMB,gmb,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00430,M49_270,GMB,GM,gm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00431,M49_270,GMB,270,270,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00432,M49_624,GNB,Guinea-Bissau,guinea bissau,canonical_name,1,True,
ALIAS_00433,M49_624,GNB,Republic of Guinea-Bissau,republic of guinea bissau,official_name,2,True,
ALIAS_00434,M49_624,GNB,GNB,gnb,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00435,M49_624,GNB,GW,gw,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00436,M49_624,GNB,624,624,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00437,M49_226,GNQ,Equatorial Guinea,equatorial guinea,canonical_name,1,True,
ALIAS_00438,M49_226,GNQ,Republic of Equatorial Guinea,republic of equatorial guinea,official_name,2,True,
ALIAS_00439,M49_226,GNQ,GNQ,gnq,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00440,M49_226,GNQ,GQ,gq,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00441,M49_226,GNQ,226,226,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00442,M49_300,GRC,Greece,greece,canonical_name,1,True,
ALIAS_00443,M49_300,GRC,Hellenic Republic,hellenic republic,official_name,2,True,
ALIAS_00444,M49_300,GRC,GRC,grc,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00445,M49_300,GRC,GR,gr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00446,M49_300,GRC,300,300,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00447,M49_308,GRD,Grenada,grenada,canonical_name,1,True,
ALIAS_00448,M49_308,GRD,GRD,grd,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00449,M49_308,GRD,GD,gd,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00450,M49_308,GRD,308,308,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00451,M49_304,GRL,Greenland,greenland,canonical_name,1,True,
ALIAS_00452,M49_304,GRL,GRL,grl,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00453,M49_304,GRL,GL,gl,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00454,M49_304,GRL,304,304,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00455,M49_320,GTM,Guatemala,guatemala,canonical_name,1,True,
ALIAS_00456,M49_320,GTM,Republic of Guatemala,republic of guatemala,official_name,2,True,
ALIAS_00457,M49_320,GTM,GTM,gtm,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00458,M49_320,GTM,GT,gt,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00459,M49_320,GTM,320,320,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00460,M49_254,GUF,French Guiana,french guiana,canonical_name,1,True,
ALIAS_00461,M49_254,GUF,GUF,guf,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00462,M49_254,GUF,GF,gf,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00463,M49_254,GUF,254,254,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00464,M49_316,GUM,Guam,guam,canonical_name,1,True,
ALIAS_00465,M49_316,GUM,GUM,gum,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00466,M49_316,GUM,GU,gu,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00467,M49_316,GUM,316,316,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00468,M49_328,GUY,Guyana,guyana,canonical_name,1,True,
ALIAS_00469,M49_328,GUY,Republic of Guyana,republic of guyana,official_name,2,True,
ALIAS_00470,M49_328,GUY,GUY,guy,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00471,M49_328,GUY,GY,gy,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00472,M49_328,GUY,328,328,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00473,M49_344,HKG,Hong Kong,hong kong,canonical_name,1,True,
ALIAS_00474,M49_344,HKG,Hong Kong Special Administrative Region of China,hong kong special administrative region of china,official_name,2,True,
ALIAS_00475,M49_344,HKG,HKG,hkg,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00476,M49_344,HKG,HK,hk,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00477,M49_344,HKG,344,344,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00478,M49_334,HMD,Heard Island and McDonald Islands,heard island and mcdonald islands,canonical_name,1,True,
ALIAS_00479,M49_334,HMD,HMD,hmd,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00480,M49_334,HMD,HM,hm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00481,M49_334,HMD,334,334,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00482,M49_340,HND,Honduras,honduras,canonical_name,1,True,
ALIAS_00483,M49_340,HND,Republic of Honduras,republic of honduras,official_name,2,True,
ALIAS_00484,M49_340,HND,HND,hnd,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00485,M49_340,HND,HN,hn,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00486,M49_340,HND,340,340,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00487,M49_191,HRV,Croatia,croatia,canonical_name,1,True,
ALIAS_00488,M49_191,HRV,Republic of Croatia,republic of croatia,official_name,2,True,
ALIAS_00489,M49_191,HRV,HRV,hrv,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00490,M49_191,HRV,HR,hr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00491,M49_191,HRV,191,191,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00492,M49_332,HTI,Haiti,haiti,canonical_name,1,True,
ALIAS_00493,M49_332,HTI,Republic of Haiti,republic of haiti,official_name,2,True,
ALIAS_00494,M49_332,HTI,HTI,hti,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00495,M49_332,HTI,HT,ht,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00496,M49_332,HTI,332,332,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00497,M49_348,HUN,Hungary,hungary,canonical_name,1,True,
ALIAS_00498,M49_348,HUN,Hungary,hungary,official_name,2,True,
ALIAS_00499,M49_348,HUN,HUN,hun,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00500,M49_348,HUN,HU,hu,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00501,M49_348,HUN,348,348,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00502,M49_360,IDN,Indonesia,indonesia,canonical_name,1,True,
ALIAS_00503,M49_360,IDN,Republic of Indonesia,republic of indonesia,official_name,2,True,
ALIAS_00504,M49_360,IDN,IDN,idn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00505,M49_360,IDN,ID,id,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00506,M49_360,IDN,360,360,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00507,M49_833,IMN,Isle of Man,isle of man,canonical_name,1,True,
ALIAS_00508,M49_833,IMN,IMN,imn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00509,M49_833,IMN,IM,im,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00510,M49_833,IMN,833,833,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00511,M49_356,IND,India,india,canonical_name,1,True,
ALIAS_00512,M49_356,IND,Republic of India,republic of india,official_name,2,True,
ALIAS_00513,M49_356,IND,IND,ind,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00514,M49_356,IND,IN,in,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00515,M49_356,IND,356,356,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00516,M49_086,IOT,British Indian Ocean Territory,british indian ocean territory,canonical_name,1,True,
ALIAS_00517,M49_086,IOT,IOT,iot,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00518,M49_086,IOT,IO,io,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00519,M49_086,IOT,086,086,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00520,M49_372,IRL,Ireland,ireland,canonical_name,1,True,
ALIAS_00521,M49_372,IRL,IRL,irl,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00522,M49_372,IRL,IE,ie,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00523,M49_372,IRL,372,372,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00524,M49_364,IRN,Iran (Islamic Republic of),iran islamic republic of,canonical_name,1,True,
ALIAS_00525,M49_364,IRN,"Iran, Islamic Republic of",iran islamic republic of,iso_name,2,True,
ALIAS_00526,M49_364,IRN,Islamic Republic of Iran,islamic republic of iran,official_name,2,True,
ALIAS_00527,M49_364,IRN,Iran,iran,common_name,2,True,
ALIAS_00528,M49_364,IRN,IRN,irn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00529,M49_364,IRN,IR,ir,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00530,M49_364,IRN,364,364,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00531,M49_364,IRN,Iran,iran,curated_alias,1,True,
ALIAS_00532,M49_368,IRQ,Iraq,iraq,canonical_name,1,True,
ALIAS_00533,M49_368,IRQ,Republic of Iraq,republic of iraq,official_name,2,True,
ALIAS_00534,M49_368,IRQ,IRQ,irq,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00535,M49_368,IRQ,IQ,iq,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00536,M49_368,IRQ,368,368,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00537,M49_352,ISL,Iceland,iceland,canonical_name,1,True,
ALIAS_00538,M49_352,ISL,Republic of Iceland,republic of iceland,official_name,2,True,
ALIAS_00539,M49_352,ISL,ISL,isl,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00540,M49_352,ISL,IS,is,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00541,M49_352,ISL,352,352,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00542,M49_376,ISR,Israel,israel,canonical_name,1,True,
ALIAS_00543,M49_376,ISR,State of Israel,state of israel,official_name,2,True,
ALIAS_00544,M49_376,ISR,ISR,isr,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00545,M49_376,ISR,IL,il,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00546,M49_376,ISR,376,376,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00547,M49_380,ITA,Italy,italy,canonical_name,1,True,
ALIAS_00548,M49_380,ITA,Italian Republic,italian republic,official_name,2,True,
ALIAS_00549,M49_380,ITA,ITA,ita,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00550,M49_380,ITA,IT,it,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00551,M49_380,ITA,380,380,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00552,M49_388,JAM,Jamaica,jamaica,canonical_name,1,True,
ALIAS_00553,M49_388,JAM,JAM,jam,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00554,M49_388,JAM,JM,jm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00555,M49_388,JAM,388,388,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00556,M49_832,JEY,Jersey,jersey,canonical_name,1,True,
ALIAS_00557,M49_832,JEY,JEY,jey,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00558,M49_832,JEY,JE,je,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00559,M49_832,JEY,832,832,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00560,M49_400,JOR,Jordan,jordan,canonical_name,1,True,
ALIAS_00561,M49_400,JOR,Hashemite Kingdom of Jordan,hashemite kingdom of jordan,official_name,2,True,
